4,8,6,4,4,165839.03,111
9,10,4,8,3,97377.24,75
4,6,5,2,9,114025.92,79
10,5,2,4,3,146777.59,109
9,3,8,2,10,130236.75,64
10,5,5,5,1,55171.37,85
8,1,6,5,4,83436.94,100
1,4,3,3,5,194943.48,227
10,2,6,4,1,41698.33,76
3,6,3,10,9,120434.98,113
1,7,1,2,2,125778.73,172
4,5,8,10,5,166783.72,143
3,9,4,5,2,152003.14,124
1,2,3,3,7,118276.14,173
2,8,3,9,3,356841.03,243
