2,10,8,1,7,106600.73,96
7,4,2,10,9,90581.48,82
3,8,4,4,5,159585.46,121
6,3,6,7,6,124761.64,109
9,7,9,5,4,164703.1,91
6,4,4,4,2,46031.48,72
9,4,1,9,10,102954.37,72
10,1,7,8,6,101503.02,121
1,6,5,4,8,142595.09,188
4,10,8,1,9,122139.77,71
10,10,3,6,4,72736.98,66
4,8,7,8,2,90027.88,86
9,8,9,9,8,89713.02,68
3,5,7,8,6,104402.94,98
3,6,5,1,3,104301.26,99
